序號,PCode,法規名稱,連結
961,J0100069,商品危害風險性認定準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0100069
962,J0100070,應施檢驗商品發生事故通報辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0100070
963,J0100072,外銷水產品特約檢驗辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0100072
964,J0100073,再生能源憑證實施辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0100073
965,J0110001,水利法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110001
966,J0110002,水利法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110002
967,J0110007,淡水河洪水平原管制辦法（新 88.06.30 訂定）,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110007
968,J0110009,海堤管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110009
969,J0110010,排水管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110010
970,J0110011,水庫蓄水範圍使用管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110011
971,J0110022,水資源作業基金收支保管及運用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110022
972,J0110024,旱災災害救助種類及標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110024
973,J0110025,水權登記收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110025
974,J0110026,地下水管制辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110026
975,J0110027,水源之水量不足時水權用水量分配或輪流使用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110027
976,J0110028,離島供水營運虧損補助辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110028
977,J0110029,河川管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110029
978,J0110030,基隆河洪氾區土地使用管制辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110030
979,J0110032,水災災害救助種類及標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110032
980,J0110034,水利事業穿越私有土地之上空或地下地上權徵收補償辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110034
981,J0110035,自來水設備檢驗辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110035
982,J0110036,自來水用戶用水設備標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110036
983,J0110037,自來水水質標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110037
984,J0110038,救火栓設置標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110038
985,J0110040,溫泉法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110040
986,J0110041,溫泉標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110041
987,J0110042,溫泉露頭一定範圍劃定準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110042
988,J0110043,溫泉法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110043
989,J0110045,溫泉開發許可辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110045
990,J0110046,溫泉開發許可移轉作業辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110046
991,J0110047,溫泉取用費徵收費率及使用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110047
992,J0110048,溫泉資料申報作業辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110048
993,J0110049,地下水鑿井業管理規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110049
994,J0110050,水利建造物檢查及安全評估辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110050
995,J0110051,地下水鑿井業申請許可收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110051
996,J0110052,中央管河川採取土石使用河川公地使用費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110052
997,J0110053,用水計畫審查收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110053
998,J0110054,地下水鑿井技工考驗收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110054
999,J0110055,自來水法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110055
1000,J0110057,現役軍人家屬使用自來水優待付費辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110057
1001,J0110058,自來水管承裝技工考驗辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110058
1002,J0110059,自來水管承裝商管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110059
1003,J0110060,自來水事業技術人員考驗辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110060
1004,J0110061,自來水事業專營權管理規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110061
1005,J0110063,自來水事業報表編送辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110063
1006,J0110064,自來水工程設施標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110064
1007,J0110065,自來水法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110065
1008,J0110066,自來水管承裝技工考驗合格證書收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110066
1009,J0110067,自來水管承裝商申請許可收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110067
1010,J0110068,水源保育與回饋費收費辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110068
1011,J0110069,水源保育與回饋費補助辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110069
1012,J0110070,水質水量保護區土地受限補償金發放標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110070
1013,J0110075,自來水事業技術人員考驗合格證書收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110075
1014,J0110076,中央管河川區域使用行為規費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110076
1015,J0110077,鼓勵民間參與省水技術研發獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110077
1016,J0110078,水災潛勢資料公開辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110078
1017,J0110079,水災受災地區民眾安置或重建簡化行政程序辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110079
1018,J0110082,水災受災地區交通搶通或公共設施重建簡化行政程序辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110082
1019,J0110085,未產生經濟效益之非都市土地之水利用地認定標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110085
1020,J0110086,中央管區域排水設施範圍使用行為規費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110086
1021,J0110087,一般性海堤使用行為規費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110087
1022,J0110088,自來水工程使用土地爭議補償裁量準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110088
1023,J0110089,自來水事業個人資料檔案安全維護計畫標準辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110089
1024,J0110091,自來水用戶設備外線補助辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110091
1025,J0110094,再生水資源發展條例,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110094
1026,J0110095,再生水經營業收取再生水費計算公式準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110095
1027,J0110096,下水道系統廢污水或放流水供自行使用許可申請辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110096
1028,J0110097,再生水經營業籌設許可及再生水開發案興辦許可辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110097
1029,J0110098,公共下水道系統污水或放流水無償供應之一定期間及計費準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110098
1030,J0110099,再生水設施檢查及水量申報辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110099
1031,J0110100,再生水開發案取水構造物與水處理設施及供水設施專業技師簽證規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110100
1032,J0110101,中央對直轄市及縣市政府再生水開發案建設費用補助辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110101
1033,J0110102,再生水水質標準及使用遵行辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110102
1034,J0110103,開發單位使用再生水辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110103
1035,J0110104,省水標章管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110104
1036,J0110105,用水計畫審核管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110105
1037,J0110106,省水標章使用許可規費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110106
1038,J0110107,逕流分擔實施範圍與計畫之審定公告及執行辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110107
1039,J0110108,出流管制計畫書與規劃書審核監督及免辦認定辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110108
1040,J0110109,出流管制計畫書與規劃書審查收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110109
1041,J0110110,建築物設置透水保水或滯洪設施適用範圍及容量標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110110
1042,J0110111,市政公共用水優待辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110111
1043,J0110112,耗水費徵收辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110112
1044,J0110113,水災旱災災害全民防救災教育表彰辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110113
1045,J0110114,流速儀校正規費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110114
1046,J0110115,水文資訊收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110115
1047,J0110116,經濟部丹娜絲颱風與七二八豪雨災後簡易自來水設備及水利設施復原重建辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110116
1048,J0120001,國營事業管理法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120001
1049,J0120005,經濟部所屬事業機構人員考核辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120005
1050,J0120007,經濟部所屬各公司董事監察人遴派標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120007
1051,J0120011,經濟部所屬事業人員退休撫卹及資遣辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120011
1052,J0120012,臺灣地區砂糖平準基金條例,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120012
1053,J0120013,臺灣地區砂糖平準基金條例施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120013
1054,J0120015,現役軍人家屬用電優待付費辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120015
1055,J0120023,鹽務人事規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120023
1056,J0120024,經濟部臺灣製鹽總廠人員退休撫卹及資遣辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120024
1057,J0120025,財政部所屬鹽務員工退休辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120025
1058,J0120028,經濟部所屬事業移轉民營從業人員優惠優先認購股份辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120028
1059,J0120029,經濟部所屬事業移轉民營從業人員權益補償辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120029
1060,J0120032,加油站設置管理規則（91.01.16訂定）,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120032
1061,J0120034,漁船加油站設置管理規則（91.01.16訂定）,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120034
1062,J0120037,申請經營石油業務規費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120037
1063,J0120038,經濟部所屬事業機構支領月退休給與退休人員赴大陸地區長期居住改領停領及恢復退休給與處理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120038
1064,J0120048,離島供電營運虧損補助辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120048
1065,J0120049,核能發電後端營運基金收支保管及運用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120049
1066,J0120050,民間參與經建設施公共建設接管營運辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120050
1067,J0120052,加氣站設置管理規則（91.01.16訂定）,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120052
1068,J0120053,經濟部所屬事業機構人員進用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120053
1069,J0120054,公用氣體與油料管線及輸電線路災害受災地區民眾安置或重建簡化行政程序辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120054
1070,J0120055,公用氣體與油料管線及輸電線路災害受災地區交通搶通或公共設施重建簡化行政程序辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120055
1071,J0120056,核能發電後端營運基金費用收取辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120056
1072,J0120060,公用氣體與油料管線及輸電線路災害全民防救災教育表彰辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120060
1073,J0120061,經濟部所屬事業機構公務員經商兼職管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0120061
1074,J0130001,重要物資及固定設施調查實施辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130001
1075,J0130002,能源管理法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130002
1076,J0130003,能源管理法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130003
1077,J0130008,能源研究發展基金收支保管及運用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130008
1078,J0130009,車輛容許耗用能源標準及檢查管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130009
1079,J0130014,汽電共生系統實施辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130014
1080,J0130015,直轄市縣（市）主管機關處理發電業及輸配電業用地爭議準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130015
1081,J0130017,電源不足時期限制用電辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130017
1082,J0130018,用電設備檢驗維護業管理規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130018
1083,J0130019,民間參與經建設施公共建設使用土地地下處理及審核辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130019
1084,J0130020,電業設備及用戶用電設備工程設計及監造範圍認定標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130020
1085,J0130027,鍋爐能源效率標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130027
1086,J0130028,燃氣熱水器及其配管承裝業管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130028
1087,J0130029,節能標章規費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130029
1088,J0130030,石油煉製業與輸入業實際應儲備之石油安全存量及計算標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130030
1089,J0130031,白熾燈泡耗用能源效率標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130031
1090,J0130032,再生能源發展條例,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130032
1091,J0130033,再生能源發展基金收支保管及運用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130033
1092,J0130034,再生能源發電設備設置者與電業爭議調解辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130034
1093,J0130035,專業機構或技師辦理能源管理法檢查業務認可管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130035
1094,J0130036,再生能源熱利用獎勵補助辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130036
1095,J0130037,再生能源發電設備免徵及分期繳納進口關稅品項及證明文件申請辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130037
1096,J0130039,售電業及自用發電設備設置者繳交再生能源發展基金辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130039
1097,J0130040,建築整合型太陽光電發電設備示範獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130040
1098,J0130041,再生能源發電設備設置管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130041
1099,J0130042,設置再生能源設施免請領雜項執照標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130042
1100,J0130043,能源用戶自置或委託技師或合格能源管理人員設置登記辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130043
1101,J0130044,技師或能源管理人員辦理能源管理業務資格認定辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130044
1102,J0130045,天然氣事業法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130045
1103,J0130046,天然氣事業輸儲設備地理資訊管理系統建置辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130046
1104,J0130047,公用天然氣事業申請設立保證金作業辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130047
1105,J0130048,天然氣事業經營資料申報作業辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130048
1106,J0130049,公用天然氣事業會計處理準則（100.08.01訂定）,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130049
1107,J0130050,公用天然氣事業重新申請供氣許可辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130050
1108,J0130051,公用天然氣事業用戶管線設備裝置計費準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130051
1109,J0130052,公用天然氣事業輸儲設備及場所之民間檢查機構認可辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130052
1110,J0130053,公用天然氣事業輸氣管線汰換準備金提撥辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130053
1111,J0130054,天然氣供應及價格管制實施辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130054
1112,J0130055,公用天然氣事業天然氣售價及基本收費計算準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130055
1113,J0130056,天然氣事業輸儲設備防災相關設施裝置維修辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130056
1114,J0130057,天然氣導管配管專業人員管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130057
1115,J0130058,公用天然氣導管承裝業管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130058
1116,J0130059,天然氣事業輸儲設備採行先進國家相關標準認定辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130059
1117,J0130060,天然氣事業災害及緊急事故通報辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130060
1118,J0130061,天然氣導管配管專業人員專案技能檢定辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130061
1119,J0130062,液化石油氣經銷業分裝業及零售業供銷管理規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130062
1120,J0130063,離岸風力發電示範獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130063
1121,J0130066,電業與公用天然氣事業及加油站業個人資料檔案安全維護管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130066
1122,J0130067,天然氣事業規費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130067
1123,J0130068,能源開發及使用評估準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130068
1124,J0130069,能源使用說明書審查規費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130069
1125,J0130070,公用氣體與油料管線及輸電線路災害救助種類方式基準及相關事項標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130070
1126,J0130071,用電場所及專任電氣技術人員管理規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130071
1127,J0130072,電力調度轉供費用優惠辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130072
1128,J0130073,再生能源發電業申請直供審查規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130073
1129,J0130074,一定規模以上電業獨立董事設置及應遵循事項辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130074
1130,J0130075,備用供電容量管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130075
1131,J0130076,發電設備裝置規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130076
1132,J0130077,電力調度原則綱要,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130077
1133,J0130078,經濟部辦理氣候變遷調適或溫室氣體研究管理與推動績效優良獎勵補助辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130078
1134,J0130079,電力排碳係數管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130079
1135,J0130080,電業設備安全保護設施裝置管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130080
1136,J0130081,輸配電業分離會計處理準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130081
1137,J0130082,發電業純益認定運用及監督管理規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130082
1138,J0130083,電業設備檢驗維護辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130083
1139,J0130084,用戶配電場所設置及管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130084
1140,J0130085,電業事故通報程序標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130085
1141,J0130086,用戶用電設備檢驗辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130086
1142,J0130087,電力開發協助金運用與監督管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130087
1143,J0130088,國有不動產依法提供設置再生能源發電設備收益提撥辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130088
1144,J0130089,原住民地區參與再生能源設置示範獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130089
1145,J0130090,再生能源發電設備查核準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130090
1146,J0130091,輸配電業加強電力網成本申報及查核辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130091
1147,J0130092,公用售電業購售電能報表申報及查核辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130092
1148,J0130093,設置非再生能源之自用發電設備業務報表申報及查核辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130093
1149,J0130094,合作社及社區公開募集設置再生能源公民電廠示範獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130094
1150,J0130095,一定契約容量以上之電力用戶應設置再生能源發電設備管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130095
1151,J0130096,電力交易平台設置規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130096
1152,J0130097,地熱能發電示範獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130097
1153,J0130098,加氫站銷售氫燃料經營許可管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130098
1154,J0130099,地熱能探勘與開發許可及管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130099
1155,J0130100,小水力發電示範獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0130100
1156,J0160001,原子能法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160001
1157,J0160002,原子能法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160002
1158,J0160003,核子損害賠償法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160003
1159,J0160004,游離輻射防護安全標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160004
1160,J0160005,放射性物質安全運送規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160005
1161,J0160006,核子原料礦及礦物管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160006
1162,J0160008,放射性污染建築物事件防範及處理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160008
1163,J0160009,游離輻射防護法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160009
1164,J0160012,核子損害賠償法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160012
1165,J0160013,商品輻射限量標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160013
1166,J0160015,放射性物料管理法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160015
1167,J0160016,輻射防護管理組織及輻射防護人員設置標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160016
1168,J0160017,輻射防護人員管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160017
1169,J0160018,人員輻射劑量評定機構認可及管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160018
1170,J0160019,核子反應器設施管制法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160019
1171,J0160020,輻射防護服務相關業務管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160020
1172,J0160021,輻射工作場所管理與場所外環境輻射監測作業準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160021
1173,J0160022,游離輻射防護法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160022
1174,J0160023,游離輻射防護管制收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160023
1175,J0160024,原子能業務公益信託許可及監督辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160024
1176,J0160025,放射性物質與可發生游離輻射設備及其輻射作業管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160025
1177,J0160026,高強度輻射設施種類及運轉人員管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160026
1178,J0160027,放射性物質生產設施運轉人員管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160027
1179,J0160028,輻射源豁免管制標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160028
1180,J0160029,嚴重污染環境輻射標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160029
1181,J0160030,軍事機關輻射防護及管制辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160030
1182,J0160031,放射性物料管制收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160031
1183,J0160032,核子反應器設施品質保證準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160032
1184,J0160033,核子反應器設施管制收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0160033
